𠀀	hē
𩢔	bàn
𩢕	bù
𩢖	mò
𩢘	pǒ
𩢛	gé
𩢞	liú
𩢡	rǎn
𩢨	gān
𩢪	hú
𩢫	móu
𩢮	xiū
𩢯	huāng
𩢰	fú
𩢱	huí
𩢲	shì
𩢳	qú
𩢴	jié jí
𩢵	tuō
𩢶	yú
𩢷	mò
𩢸	zhōu
𩢹	jiù
𩢻	shú
𩢼	kuāng
𩢽	qióng
𩢾	liè
𩢿	fù
𩣊	xù
𩣖	lìn
𩣘	niè
𩣚	pī bǐ
𩣜	fù
𩣝	bù
𩣞	yì sà
𩣡	bó
𩣣	é ě
𩣩	zhé
𩣫	lì
𩣮	tù
𩣯	dá
𩣱	lù
𩣲	yān
𩣳	dōng
𩣴	qiè
𩣵	wǎn
𩣶	mǐng
𩣷	zuī zhù
𩣸	fù
𩣹	qū
𩣺	bēn
𩣻	ǎo
𩣼	qiāng
𩤁	qūn
𩤈	què
𩤉	huá táo
𩤊	xiàn jiàn
𩤋	kùn
𩤏	cuì
𩤒	yí
𩤖	chī ér
𩤗	zòng
𩤘	nǎo
𩤙	chéng
𩤚	duān
𩤛	yóng
𩤜	zhě
𩤞	tàn
𩤟	yáng
𩤠	xié
𩤡	xuān
𩤣	duàn
𩤤	shuǎ
𩤥	xián
𩤦	xián
𩤩	é
𩤲	lā
𩤸	wèi
𩤹	yōu
𩤺	yú
𩤽	tī
𩤿	jīn
𩥁	táng
𩥂	qí
𩥃	méng
𩥄	diān
𩥅	tāo
𩥆	lǜ
𩥇	zhàn
𩥈	wēn
𩥉	jì
𩥊	āo jiāo
𩥋	òu dú
𩥌	qià
𩥍	xīng
𩥐	shī
𩥑	tǎ
𩥔	mò
𩥘	yóu
𩥠	zhá
𩥣	yáo
𩥫	chōng
𩥬	lí
𩥭	yú
𩥮	chǎn
𩥯	yī
𩥲	chì
𩥴	lí
𩥽	tú
𩥿	zú
𩦂	xián
𩦇	xì
𩦉	bié
𩦊	hán qiān
𩦋	qí
𩦌	sāng shuāng
𩦎	fēi fěi
𩦐	shàn huō
𩦘	huān
𩦠	bàng
𩦡	yú
𩦢	yú
𩦤	jí
𩦱	kuǎi
𩦲	zōng
𩦷	tiě
𩦹	xiàn
𩦺	méng
𩧀	tiě
𩧁	zhòu
𩧃	lì
𩧄	zhì
𩧅	fán
𩧆	liè là
𩧇	cài
𩧈	dú
𩧉	guāng
𩧊	xiòng
𩧋	lí
𩧌	qì
𩧏	jué
𩧐	tuō
𩧒	jù
𩧓	xiāo
𩧘	qú
𩧜	zhuǎn
𩧡	jué
𩧬	rǎn
𩧻	wǎn
𩨑	tīng
𩨒	jī
𩨓	qiān
𩨔	hú huá
𩨗	yú
𩨘	qì gē
𩨙	yú
𩨚	wā
𩨜	bǎ
𩨝	qí
𩨞	sǎ
𩨟	qiāo
𩨠	yà
𩨡	xiǎn sǎn
𩨨	cī
𩨩	fàn
𩨫	kǔn
𩨬	gǔn
𩨭	quē
𩨮	è
𩨯	qióng
𩨲	mà
𩨳	kū dū
𩨴	yǎo
𩨷	quē
𩨸	chū
𩨹	jiǎ
𩨻	zhǔ
𩨽	duī
𩨾	wá
𩩀	nǎo
𩩄	yán
𩩅	tóng
𩩋	xíng jìng
𩩌	gǔn
𩩍	pīng
𩩑	yǔ
𩩒	hè
𩩔	zhuó
𩩗	shē
𩩘	yǔ
𩩛	jì
𩩝	qiāng
𩩞	shuì
𩩟	chuò
𩩠	zú
𩩡	léng
𩩢	ní
𩩤	wā
𩩥	zhá
𩩧	dàn
𩩮	dù
𩩯	biàn
𩩰	jiē hái
𩩱	qià
𩩲	hé
𩩳	chòng
𩩴	yán
𩩶	yàn
𩩺	sóng
𩩻	téng
𩩼	yǎo
𩩾	kāo
𩪀	zhuī
𩪁	guì
𩪂	ái
𩪃	hài
𩪆	tǐ
𩪈	suǒ
𩪉	xù
𩪊	biāo
𩪌	fèng
𩪍	qū shū
𩪎	mǎng
𩪐	guó
𩪖	bì
𩪗	jué
𩪘	chuáng
𩪛	pú
𩪟	yì
𩪢	qiān
𩪣	yì
𩪤	è
𩪥	líng
𩪦	suǐ
𩪧	bì
𩪭	huò
𩪮	mǒ mó
𩪱	xūn
𩪴	yàn
𩪸	lì
𩪺	tán
𩪾	luán
𩫀	kài
𩫁	mào
𩫂	xiāo
𩫇	ǎi
𩫊	tǎ
𩫍	mèi
𩫏	guō yōng
𩫓	gǎo
𩫔	náo
𩫕	háo
𩫖	guō
𩫚	háo
𩫠	quē
𩫥	cáo
𩫦	sào
𩫫	pí
𩫲	xiē
𩫳	xiāo
𩫴	jú
𩫹	chéng
𩫺	nǎo
𩬀	nèi
𩬍	mǔ
𩬏	shāo
𩬑	diān chān
𩬔	líng
𩬖	zhěn
𩬗	yǎo
𩬙	fù fū
𩬚	qián gàn
𩬛	qióng
𩬜	jú
𩬝	bìng fǎng
𩬞	máo mán mián
𩬟	zhà
𩬠	tāi
𩬫	zhǎi
𩬭	shī
𩬮	yòng
𩬰	qióng
𩬱	dào
𩬲	tì
𩬳	zhuǐ
𩬵	yìn
𩬷	nǎo
𩬸	bō
𩬹	kuāng
𩬺	zhǐ
𩬻	duǒ
𩬼	cōng
𩬽	bǎo
𩭇	lí
𩭊	jú
𩭋	wén kūn
𩭌	liè
𩭏	wǒ
𩭐	shǐ
𩭑	niǎo
𩭒	máng
𩭓	jiū
𩭘	xiū
𩭛	jiǎo
𩭝	wō
𩭟	dào
𩭡	xī
𩭢	àn
𩭣	dá
𩭤	zǒng zōng
𩭥	hàn
𩭦	chuí
𩭧	bī bān
𩭩	dòng
𩭫	zhǎng
𩭯	yā
𩭲	dí
𩭳	huō
𩭷	mín
𩭺	fù
𩭼	bǎo
𩭽	kè
𩭾	máo
𩭿	rè
𩮀	zōng zǒng sōng
𩮁	qià
𩮂	xiā
𩮃	sōu
𩮄	xiū
𩮅	nà
𩮉	mán mián
𩮎	zhā
𩮏	chán
𩮐	shè
𩮑	wǒ
𩮖	ái
𩮗	bàng péng fǎng
𩮘	hāo
𩮚	sāo
𩮛	suǒ
𩮜	tì
𩮝	yà
𩮟	bìng
𩮠	róng
𩮫	shā
𩮬	wěng
𩮯	áo
𩮱	zhuāng
𩮳	piào piǎo piē
𩮴	suī cuǐ
𩮵	yī
𩮶	sōu
𩮷	dōu
𩮸	sōu nà
𩮹	luó
𩯃	fèi bì
𩯄	zùn
𩯆	nào
𩯇	dēng
𩯈	zhí
𩯉	cuō
𩯊	liáo
𩯋	jǐ
𩯌	bō
𩯍	cóng
𩯎	chéng
𩯏	bǔ
𩯑	sān
𩯘	jiào
𩯛	yào
𩯜	lǔ
𩯞	càn
𩯨	nǐ
𩯫	bìn
𩯰	jié jì
𩯱	pú
𩯲	zhuàng
𩯳	zàn zuǎn zā
𩯺	lì
𩯽	là
𩰀	chōng
𩰃	zhàn
𩰍	biàn
𩰎	wēng
𩰓	hòng
𩰗	pīn
𩰙	sè
𩰞	nǐ
𩰟	fēn
𩰠	xǔ
𩰢	shǐ
𩰤	jù
𩰨	jué
𩰪	yù
𩰫	guō
𩰬	guō wāi
𩰭	guō
𩰯	hú
𩰱	shāng
𩰲	lì fèi
𩰳	xié
𩰴	ér
𩰵	yuán
𩰶	hái bèn
𩰹	jìng
𩰻	kè
𩰽	zōng
𩰾	fèi
𩱀	pēng
𩱁	gēng
𩱃	jiān
𩱄	ní
𩱆	xián
𩱇	lì
𩱈	chǎo
𩱊	ér xiàn
𩱋	gēng pēng
𩱌	yù
𩱍	hú
𩱎	fèi
𩱏	áo
𩱓	ěr
𩱘	kè
𩱙	kù
𩱚	bó
𩱝	yè
𩱞	jiào
𩱡	zhān
𩱦	chǎo
𩱧	gēng
𩱨	rù
𩱪	yuè
𩱫	sù
𩱬	lín
𩱱	yù
𩱲	yuè
𩱳	zhāi
𩱴	xiāo
𩱷	miè
𩱸	miè
𩱻	guǐ
𩱼	jiū
𩱾	tuò
𩲁	xí
𩲂	wěi
𩲃	zhuó
𩲄	wèi
𩲅	kuí
𩲈	mèi wéi
𩲉	mèi
𩲊	hào
𩲋	hāng
𩲌	fāng
𩲍	niú
𩲎	yòu
𩲏	huà
𩲠	zhú
𩲡	guǐ
𩲢	bì mèi
𩲣	jiǎ
𩲤	tiáo
𩲦	lǜ
𩲧	kǒng
𩲨	zuǐ
𩲩	líng
𩲪	qí
𩲬	zhú
𩲱	gǔ
𩲲	zù
𩲴	yāng
𩲵	sū
𩲷	kuí
𩲹	chāng
𩲻	yáo
𩲾	yù
𩳅	shū
𩳆	lài
𩳇	yì
𩳈	dōu
𩳋	hū
𩳌	wú
𩳍	yǐng
𩳎	fú
𩳏	zhuàn
𩳐	fǔ
𩳑	yòu
𩳒	sù
𩳓	lǐ
𩳔	yào
𩳕	tuì tì
𩳝	guì
𩳡	lǜ
𩳢	yàn
𩳣	qí
𩳤	làng chāng
𩳥	zhú
𩳧	guǐ
𩳨	hū
𩳩	chī
𩳯	jīng
𩳲	chǐ
𩳵	jú
𩳶	zhá
𩳸	miáo
𩴀	zhū
𩴁	gān
𩴂	xiōng
𩴃	jí
𩴇	shài
𩴈	mèi
𩴉	yùn
𩴍	shòu
𩴐	lǜ
𩴑	yòu
𩴒	jiàng
𩴓	nuó
𩴘	jù
𩴙	yòu
𩴜	yì
𩴝	téng
𩴞	wéi
𩴟	chě
𩴠	lìn
𩴡	gù
𩴣	lì
𩴤	liào
𩴧	jiāo
𩴨	yáng
𩴩	biāo
𩴪	qí
𩴮	yì
𩴱	bīn
𩴲	méng
𩴳	chà
𩴴	nuó
𩴵	gān
𩴹	qú
𩴺	dí
𩴻	léi
𩵀	líng
𩵄	huān
𩵅	qú
𩵇	luó
𩵉	kuí
𩵋	yú
𩵍	qiú
𩵎	yǔ yú
𩵏	huà
𩵓	lèi
𩵕	rèn dāo
𩵖	xiǎo
𩵗	sì
𩵚	dù
𩵛	biē
𩵠	niú wěi
𩵢	hè zā
𩵣	pēi
𩵥	fèi
𩵦	mù
𩵩	fū
𩵬	hú
𩵭	wáng
𩵮	shā xiǎo
𩵰	jiāo qiū
𩵱	wǔ
𩵹	fù
𩶁	bǐng
𩶂	zhù
𩶄	zhú
𩶅	chī
𩶇	shěn
𩶈	hū
𩶉	bū
𩶎	rǎn
𩶑	lǔ
𩶖	mù
𩶘	lì
𩶛	jiā
𩶞	mà háng
𩶡	méng
𩶢	móu
𩶣	zhōu
𩶤	xiǎn
𩶥	huǐ hóng
𩶦	guài
𩶧	jiù
𩶩	mù
𩶪	chī
𩶫	rù xuè
𩶭	wú
𩶯	rú
𩶱	zhà
𩷁	nuǒ
𩷂	xié
𩷄	jiàng
𩷋	lǐ
𩷌	shū
𩷍	yì
𩷎	dí
𩷏	qíng
𩷐	jú
𩷑	yǎn
𩷓	zhì
𩷕	láng
𩷖	bù
𩷗	kuáng
𩷘	yì
𩷚	bó
𩷧	chì
𩷭	jiàng
𩷯	wò
𩷰	xùn
𩷵	tūn
𩷶	máng
𩷸	fáng
𩷹	zhuó
𩷻	qià
𩷼	shèng
𩷽	tǎ
𩷾	qí
𩸀	pèng
𩸁	biē
𩸂	fèn pèn
𩸃	tù
𩸄	huà
𩸇	è
𩸋	è yā
𩸎	dìng
𩸐	rú
𩸖	è
𩸞	yàn qí
𩸟	sì
𩸢	lí
𩸥	yíng
𩸦	ní
𩸧	ní
𩸨	yí
𩸩	huàn
𩸸	qī
𩸹	mí
𩸾	yé
𩸿	pō
𩹀	còu
𩹂	wèi
𩹄	hài
𩹅	yīng
𩹇	tíng
𩹈	zhì
𩹉	fēi
𩹊	yóu
𩹍	kuí
𩹎	àn
𩹏	bà
𩹑	hàn
𩹝	dú
𩹞	nán
𩹟	nài
𩹢	jīng
𩹥	wēi
𩹱	chù
𩹳	suǒ
𩹴	tāo
𩹵	qí
𩹶	táng
𩹷	wěi
𩹸	gǎn
𩹺	gé
𩹼	hàn
𩹾	nà
𩹿	gé
𩺀	jì
𩺄	zhēng
𩺗	tǎ dá
𩺛	sī
𩺝	nì
𩺞	sǎng
𩺫	xié
𩺯	zú
𩺰	yú wú
𩺱	nì
𩺲	qī
𩺵	shēn
𩺼	bū
𩻉	zhì
𩻋	kūn
𩻌	lí
𩻎	guā
𩻖	yǎn
𩻗	bù
𩻘	jiàn
𩻚	wú
𩻛	cén jīn
𩻜	lín
𩻝	zhuàn
𩻟	huī
𩻡	tóng
𩻢	zhǎ
𩻤	hēi
𩻧	guǒ
𩻱	jǐng
𩻳	lí
𩻵	dié
𩻷	yíng
𩻼	zhì
𩼂	wěi
𩼄	jì
𩼅	rǒng
𩼈	ào yǒu
𩼉	dāng hān
𩼊	luó
𩼋	yè
𩼌	wēi
𩼒	qiáng
𩼔	nián
𩼙	gé
𩼚	jì
𩼦	zòu
𩼨	yí
𩼪	yú
𩼫	zhǎ
𩼭	liè
𩼴	yè
𩼼	zhān
𩽀	chóu
𩽁	biāo
𩽆	xù
𩽇	yōu
𩽍	xiè
𩽎	wéi
𩽏	lì
𩽛	bó
𩽜	jiǎn
𩽝	chán
𩽞	kūn
𩽡	qíng
𩽧	shuāng
𩽨	xī
𩽩	qú
𩽰	luó
𩽳	dǎng
𩽴	nián
𩽵	lǐ
𩽷	bà
𩽾	ān
𩾌	kāng
𩾒	xiāo
𩾓	xiāo
𩾔	cì
𩾕	chì
𩾗	diāo jiāo
𩾘	yì
𩾚	dīng
𩾝	hàn yàn
𩾞	wán
𩾠	yǐ
𩾡	bào
𩾢	yì yuān
𩾧	xùn
𩾬	xiáng
𩾳	bí
𩾴	jiè
𩾶	jié
𩾷	gē
𩾸	zè yàn
𩾺	zhèn
𩾻	hú
𩾼	xī
𩾽	xīn
𩾾	xiāo jiāo
𩾿	fù
𩿀	zhòng
𩿂	mào
𩿃	xīn
𩿄	qiāng
𩿅	xióng
𩿈	fén fēn
𩿉	bān
𩿊	huān
𩿑	jiāo
𩿓	bào
𩿔	yā
𩿕	yáo
𩿛	xì
𩿝	jù
𩿟	qù
𩿠	yuè
𩿡	tái
𩿢	tǒu
𩿣	mò
𩿤	zhá
𩿥	qú
𩿧	fū
𩿩	qú duó
𩿪	chì
𩿬	yóu
𩿷	tí
𩿺	wā
𩿽	tuó
𪀁	gē
𪀈	yuān
𪀉	gē kě
𪀊	qú gōu gòu
𪀏	jù jiū
𪀐	fú
𪀒	dié
𪀓	yí
𪀔	shī
𪀕	yì
𪀖	qiū
𪀗	guǐ
𪀘	jiàng
𪀚	sōng
𪀛	qióng
𪀝	è yuān
𪀞	huāng
𪀟	huí
𪀠	xún
𪀣	jú
𪀥	zhái
𪀦	chì
𪀧	lǎo
𪀩	qí dàn chú
𪀪	xiū
𪀬	huī
𪀭	tóng
𪀺	fù
𪀽	xún xīn
𪀾	jié
𪀿	mǐ
𪁀	yù
𪁈	zhuàng
𪁉	jiāo
𪁊	zhì zhé
𪁋	chéng
𪁍	jié
𪁎	xiāo
𪁏	chén
𪁐	lí
𪁑	yuè
𪁓	zhì
𪁔	láo
𪁕	wò
𪁖	qú
𪁘	wāng
𪁚	yī
𪁛	yì
𪁜	láng
𪁞	tóu
𪁟	ān hàn
𪁠	jué
𪁡	yàn
𪁥	jù
𪁧	zhèn chén
𪁩	zhì tí
𪁪	mǎng
𪁮	xiù
𪁱	chuáng
𪁲	chū
𪁸	qiāng
𪁹	fēi
𪁺	cháng chǎng
𪁼	mián
𪁽	sù
𪁾	ǎo wò
𪂀	fǔ
𪂃	bēi
𪂄	wèi
𪂅	zhī
𪂆	mín
𪂇	chāng
𪂈	yán
𪂉	yù
𪂋	fù
𪂌	tà
𪂍	jǐ
𪂏	fèi
𪂒	hú
𪂓	jū
𪂕	yǔ
𪂚	lù
𪂛	qí
𪂜	méi
𪂟	biē
𪂠	guǒ
𪂤	mìng
𪂦	wǎn yuān
𪂧	wǎn
𪂴	jīng
𪂵	yù
𪂶	xián
𪂹	chūn
𪂺	jí
𪂼	xiāng
𪂽	pén
𪂾	fù
𪂿	tí
𪃂	liú
𪃄	sāi
𪃅	xuē
𪃆	zòu
𪃈	jié
𪃋	zhān jiān
𪃍	yú
𪃎	yú
𪃏	méi
𪃐	miǎo
𪃑	mào
𪃒	duó
𪃓	fù
𪃛	jiàn
𪃦	miáo
𪃧	miǎo
𪃨	āo
𪃭	kè
𪃶	hóu
𪃺	gòu
𪃼	xī
𪃾	róng
𪃿	gē
𪄀	pán
𪄁	yuán
𪄂	xià
𪄅	shā
𪄆	pī pí
𪄈	qíng
𪄉	yōng
𪄊	qú
𪄌	gòng
𪄎	gé
𪄏	xiān
𪄑	sù
𪄕	bān
𪄖	qí
𪄗	hòu
𪄛	xī
𪄝	wū
𪄠	chì
𪄭	qī
𪄮	hù gù
𪄯	guī
𪄱	dí
𪄲	shāng
𪄳	mài
𪄴	mǐn
𪄵	jì
𪄶	xí
𪄷	xiān
𪄸	jí
𪄹	cháng
𪄺	kòu
𪄻	chōng zhuāng
𪄼	yǎo
𪅀	nán
𪅂	zhāng
𪅃	piǎo piāo
𪅄	sù
𪅅	lüè
𪅆	lí
𪅇	mèng
𪅈	chōng
𪅉	tiān
𪅋	líng
𪅍	chì
𪅖	chōng zhuāng
𪅙	chì
𪅝	niǎo
𪅟	yóng
𪅡	liù
𪅮	mì
𪅰	shū
𪅲	xì
𪅳	liú
𪅴	è
𪅵	zī
𪅸	jié
𪅹	jī
𪅺	hōu
𪅻	shèng
𪅼	lì
𪅾	qī
𪆀	zhōu
𪆁	sī
𪆂	qú
𪆄	jiāo
𪆋	xié
𪆓	sī
𪆖	yì
𪆗	sī
𪆛	xū
𪆠	fù
𪆩	jiù
𪆫	qú
𪆯	nóng
𪆰	yà
𪆱	liú
𪆲	jiǎ zhān
𪆳	guī
𪆴	kuí
𪆵	chì
𪆶	càn
𪆷	chú
𪆹	guō
𪆻	dǎn
𪆿	jiàn
𪇁	dāng
𪇂	hòu
𪇄	kòu kū
𪇆	chù dú
𪇇	qiān
𪇈	ài
𪇊	pì
𪇑	xùn
𪇒	jīng
𪇓	mèng
𪇕	bīn
𪇖	lán
𪇗	gǔ
𪇘	chóu táo
𪇛	yōng
𪇜	guá
𪇝	yú
𪇞	zhòu
𪇬	yù
𪇭	cài
𪇯	liú
𪇰	bǔ
𪇱	luò
𪇲	jié
𪇳	zhēn
𪇴	miè
𪇵	guǎng
𪇷	jiá
𪇹	là
𪈀	shòu
𪈁	zhēn
𪈃	guō
𪈅	jú
𪈆	mèng
𪈇	qián
𪈈	lài
𪈊	hé
𪈋	tuán
𪈑	huī
𪈒	lú
𪈘	hōng
𪈜	lǚ
𪈟	jiá
𪈥	guī
𪈨	yī
𪈩	huān
𪈰	luó
𪈴	jué
𪈸	guàn
𪈻	quán
𪈼	niǎo
𪈿	mán
𪉓	niǎo
𪉖	lǔ
𪉗	chì
𪉘	tóu
𪉚	jiē
𪉜	zhān
𪉢	jīn
𪉣	lǔ
𪉤	cuó
𪉦	jiàn jiǎn gàn
𪉧	tàn
𪉨	chāng
𪉪	cì
𪉭	wāi
𪉮	còu
𪉯	kàn
𪉱	biàn
𪉷	tán
𪉸	wēn
𪉻	qiān
𪉿	gàn
𪊂	huì
𪊄	gǎn gàn
𪊆	jì
𪊇	gàn tàn
𪊉	huái
𪊋	jǐ
𪊍	sì
𪊐	fū
𪊕	pí
𪊗	cā
𪊜	bèn
𪊢	shǐ
𪊥	huán
𪊧	guī
𪊨	jǐ
𪊪	ǒu
𪊳	páo
𪊵	yǐng
𪊶	tǐng
𪊷	xiào
𪊹	zhù
𪊻	yú
𪋁	jiàn
𪋄	qǔ
𪋅	wǎn
𪋆	kūn
𪋇	zhuī
𪋉	yù
𪋊	guǒ
𪋋	píng
𪋌	zuǐ
𪋍	zú
𪋏	zhū
𪋐	nuàn
𪋑	zhū
𪋖	piāo
𪋗	mí
𪋜	bì
𪋝	sù
𪋡	pú
𪋢	mí
𪋧	shè
𪋫	yè
𪋬	yǔ
𪋮	yù
𪋰	zhǔ
𪋳	líng
𪋺	nòu
𪋻	chén
𪋾	líng
𪌀	liǎo
𪌂	tuō
𪌄	bǐ
𪌅	nà
𪌆	qú
𪌈	pí
𪌉	dǒu
𪌊	niè
𪌋	tún
𪌍	jī
𪌏	líng
𪌓	kù
𪌔	sù
𪌘	tǒu
𪌞	nái
𪌟	zé
𪌢	tǒng
𪌣	gé
𪌤	duī
𪌧	jié
𪌩	tián
𪌪	tiào
𪌫	chí
𪌬	qū chǎo
𪌮	shā suō
𪌰	bó
𪌱	lí
𪌳	luò
𪌵	liáo
𪌶	shù
𪌷	děng
𪌹	chī
𪌺	miè
𪌼	táo
𪌽	hún
𪌿	nié
𪍁	jùn
𪍂	hù
𪍄	lù
𪍅	yè
𪍇	mò chǎo
𪍈	chào
𪍌	suò
𪍎	kē
𪍏	fù
𪍑	chǎo
𪍔	suǒ
𪍗	qiū
𪍛	sù xiè
𪍝	yùn
𪍟	suǒ
𪍠	kū
𪍡	bó
𪍣	lǒu
𪍤	mò
𪍦	liǎn
𪍧	xuàn
𪍨	suǒ
𪍩	mán
𪍪	bì
𪍲	tì
𪍴	lián
𪍵	tán
𪍶	shàn
𪍸	qú
𪍹	dú
𪍺	huán huàn
𪍻	sào
𪍿	kuàng
𪎃	niè
𪎅	niè
𪎆	luó
𪎇	zuó
𪎊	chǎo
𪎋	tiè
𪎒	shuò
𪎔	mǐ
𪎗	mí
𪎛	wǎn
𪎝	bèn
𪎞	qiāng
𪎠	mǒ
𪎣	liú
𪎤	wò
𪎦	měi
𪎨	tóu
𪎫	mǔ
𪎭	méi
𪎮	huī
𪎲	zuò
𪎴	tún
𪎵	kàng
𪎶	tún
𪎺	chè
𪎻	zhèng
𪎽	chōng
𪎾	tiān
𪏀	zhì
𪏁	chán
𪏂	chán
𪏅	qīng
𪏆	tūn
𪏇	huǐ
𪏈	què
𪏉	zhān
𪏊	jiān miǎn
𪏋	chán
𪏍	huáng
𪏏	huī
𪏐	chí
𪏒	huáng
𪏓	héng
𪏔	yǔn
𪏖	tuān
𪏗	biān
𪏙	huáng
𪏚	yǔn
𪏟	mò
𪏠	gōng
𪏢	gōng
𪏤	guì
𪏦	chán
𪏨	què
𪏩	ruì
𪏪	kuàng
𪏫	piào
𪏮	rǔ
𪏲	niǔ
𪏳	hù
𪏴	jǐn
𪏵	nì lí
𪏶	bào
𪏸	nǐ chī
𪏺	bì
𪏻	hú
𪏼	lí
𪏿	zhū
𪐀	nǎ
𪐂	quǎn
𪐃	fěng
𪐄	bǐ
𪐅	lí
𪐆	bié
𪐇	nián
𪐈	dǒng
𪐋	lián
𪐌	nì
𪐍	lián
𪐎	má
𪐏	zhé zhí
𪐓	jiā
𪐔	yí
𪐖	lǒng
𪐘	yì yān
𪐝	dài tài
𪐞	dù
𪐣	yǐ
𪐥	tài
𪐦	hāng
𪐧	shù
𪐬	wán
𪐮	sù
𪐯	yǎo
𪐰	èr
𪐲	zhèn
𪐺	dòu
𪐻	jiān
𪐿	pāng
𪑀	huī
𪑂	chà
𪑃	shān
𪑄	lú
𪑆	yù
𪑈	yàn
𪑉	wǎn
𪑊	qiào
𪑋	luō
𪑌	yù
𪑏	tú
𪑐	wèi
𪑒	tùn
𪑕	hǔn
𪑖	bēn
𪑗	qiè
𪑙	jīn qián
𪑚	lái lí
𪑜	zhǐ
𪑝	yú
𪑟	cì
𪑦	yè
𪑧	dié
𪑨	chà
𪑩	diàn
𪑪	mán
𪑬	dèng
𪑭	wēi
𪑮	niǎn
𪑯	lèi
𪑰	bīng
𪑱	wū wò
𪑲	yuè
𪑳	zhěn
𪑶	róu
𪑷	wài
𪑸	mì yān
𪑹	jiè
𪑻	hóu
𪑽	zhài
𪑾	rǔ
𪑿	zī
𪒀	pán
𪒂	mò
𪒄	mì
𪒆	qī
𪒇	mò
𪒉	dì
𪒊	zhī
𪒋	bān pán
𪒍	miè
𪒏	lù
𪒑	qī
𪒒	chōng
𪒔	lí
𪒕	yì
𪒘	dèng
𪒙	cuō
𪒛	duì
𪒜	mà
𪒝	yǎn
𪒟	zèng
𪒠	yǎn ǎn àn
𪒡	duì dài
𪒢	pū
𪒥	yuè
𪒩	huò
𪒪	mài
𪒫	jiǎn
𪒬	nóng
𪒭	qín
𪒯	qín
𪒲	yè
𪒴	tái
𪒹	jiān
𪒼	chá
𪒾	dàn
𪒿	téng
𪓀	lì
𪓃	niǎng
𪓄	chán
𪓅	zāng
𪓊	yù
𪓋	mǐ
𪓌	zuì
𪓍	biān
𪓐	chǔ
𪓘	rán
𪓚	rán
𪓛	yāng
𪓜	bǒ
𪓡	cù
𪓬	mí
𪓮	kě
𪓰	cù
𪓷	xí
𪓹	má
𪓻	shī
𪓼	diān
𪓿	shī
𪔂	dǐng
𪔃	jiōng
𪔅	yuán
𪔆	gān
𪔊	huì
𪔋	jī
𪔍	péng
𪔏	dēng
𪔑	bèng
𪔔	pāng péng
𪔕	tà lóng
𪔗	yuān
𪔘	gāo
𪔙	yuān
𪔟	jiā
𪔣	kōng
𪔦	dòng
𪔩	xián
𪔪	qì
𪔬	sāng
𪔰	yìn
𪔳	lóng
𪔶	tēng
𪔷	lóng
𪔺	rèn
𪔽	yìn
𪔾	píng
𪔿	pū
𪕀	yuán
𪕁	rǒng chén
𪕃	fāng
𪕇	hāng
𪕈	mí
𪕉	hú
𪕊	zī
𪕌	líng
𪕍	jiōng
𪕎	rǒng
𪕒	píng
𪕓	guāng
𪕔	ěr
𪕚	liú
𪕝	cù
𪕞	jùn
𪕦	xiǔ
𪕨	ér
𪕩	tì
𪕫	yáng
𪕭	ài
𪕮	hú
𪕯	xí xié
𪕱	hú
𪕳	sī
𪕴	lǐ
𪕶	yì
𪕷	gǔ
𪕹	táng
𪖀	què
𪖁	zōng
𪖂	lí
𪖄	jiào
𪖇	fán
𪖈	pú
𪖉	sī
𪖋	jié
𪖌	lú
𪖍	lì
𪖎	chán
𪖐	yào yà
𪖕	huī
𪖙	hōu
𪖚	diān
𪖛	qiù
𪖜	jué
𪖞	pì
𪖢	kuī
𪖥	xǐ
𪖦	tī
𪖩	xù
𪖯	biǎn
𪖲	hē
𪖳	lián
𪖶	sù
𪖷	liào
𪖼	jīn
𪗁	lì
𪗂	chán
𪗅	qí
𪗆	qí
𪗇	qí
𪗉	zī
𪗋	zī
𪗍	qí
𪗏	qí
𪗐	zī
𪗒	zhāi
𪗓	zhāi
𪗔	pà
𪗖	jū
𪗙	yǎn
𪗜	háng
𪗝	nà
𪗤	yǎn
𪗦	zhàn
𪗧	shǐ
𪗨	zhí
𪗪	chī
𪗭	zhā
𪗴	rǒng
𪗵	zhā
𪗷	yì
𪗸	míng
𪗹	yá
𪗻	zhì
𪗽	kuò huá
𪗾	xiá
𪗿	là
𪘀	pián
𪘁	tà xiá
𪘃	yǐ
𪘆	xiū
𪘇	zhāi
𪘉	duǒ
𪘊	è
𪘎	yín niè
𪘐	è
𪘑	suān
𪘒	ān
𪘓	cuó
𪘕	tuó
𪘗	tuó
𪘘	xiá
𪘛	chuò
𪘝	suān
𪘥	jì
𪘦	qiǎn
𪘧	zú
𪘨	zhāi
𪘩	yǔn kǔn
𪘪	zhàn
𪘬	yí yà yá
𪘲	yá yí yà cī
𪘳	yuē
𪘹	hé
𪘺	qià
𪘾	chā
𪙃	óu
𪙈	hú
𪙉	cī
𪙊	yàn
𪙌	qiè
𪙍	bó
𪙎	qiāng
𪙏	jiè jiá
𪙑	lián
𪙛	nì
𪙞	chǎn
𪙟	qǐn
𪙡	zāo
𪙤	yǐn
𪙥	xiè
𪙧	qí
𪙨	jiàn jiān
𪙫	xū
𪙭	zèng
𪙯	è
𪙳	zū
𪙴	yǐ
𪙹	zhí
𪙺	lì
𪙽	lì
𪙾	yín
𪚁	lián
𪚃	chán
𪚅	jué
𪚇	zá
